Scramble Length,Solution Moves,Solution Time (s)
6,6,0.000547129
7,7,0.000864594
8,11,0.008083016
9,14,0.000771386
10,14,0.0007076
11,19,0.000030004
12,19,0.00111257
13,20,0.000120003
14,18,0.003646433
15,20,0.000916324
16,21,0.000605956
17,19,0.00176041
18,21,0.00102924
19,20,0.003506338
20,20,0.000264152
21,20,0.000860629
22,20,0.000598287
23,21,0.000584117
24,19,0.000870132
25,21,0.001797245
26,20,0.000429152
27,20,0.002518165
28,21,0.000713291
29,20,0.005204351
30,21,0.005885976
1,1,0.00000217
2,2,0.000003342
3,3,0.000023618
4,4,0.001186585
5,5,0.000009498
6,8,0.003782205
7,13,0.025496747
8,7,0.00102088
9,7,0.004651519
10,9,0.000942022
11,13,0.000656243
12,10,0.000059138
13,20,0.000371982
14,18,0.000337812
15,21,0.006823141
16,21,0.000699314
17,20,0.000297695
18,19,0.001706364
19,20,0.001534845
20,20,0.002096986
21,20,0.000138023
22,20,0.000198108
23,19,0.000836552
24,20,0.000271748
25,21,0.000400213
26,20,0.000292031
27,21,0.000566517
28,21,0.003198622
29,20,0.001764643
30,20,0.00033481
1,1,0.000002794
2,2,0.00000107
3,3,0.000022674
4,4,0.00220153
5,5,0.000069633
6,5,0.000091308
7,7,0.002774293
8,6,0.000300674
9,15,0.003875757
10,19,0.003471857
11,11,0.000305758
12,11,0.001745988
13,19,0.000203446
14,20,0.001411901
15,21,0.001576916
16,19,0.000961419
17,20,0.002406269
18,20,0.000070405
19,21,0.000555393
20,19,0.000042394
21,21,0.003683675
22,19,0.000580583
23,21,0.000426236
24,19,0.000457527
25,21,0.001648856
26,20,0.000596543
27,19,0.000153263
28,20,0.000220721
29,21,0.000871614
30,21,0.001126138
1,1,0.000002875
2,2,0.000005232
3,3,0.000006115
4,4,0.000802352
5,5,0.000013064
6,6,0.003536204
7,12,0.000019676
8,17,0.001670212
